ST_LEAID,SchoolYear,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,DistrictName,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Geometry,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_District,TeacherAvgYearsExp_District,TeacherAvgYearsExpInDistrict_District,TeacherInDistrict4YearsOrMore_District,Chronic_Abs_Count,Chronic_Abs_Pct,Abs_0,Abs_1-5,Abs_6-10,Abs_11-15,Abs_over15,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment
NJ-410030,2021-2022,36.5,<10%,44.3,Allamuchy Township School District,44.4,37.7,34.1,28.8,38.7,40.9,NA,0.05501858736059479,35.0,<10%,42.9,90.0,NA,46.7,32.1,18.2,28.8,35.5,20.8,NA,0.04568773234200744,0.05017777777777778,11:1,142:1,38,12.4,12.4,76.3,47,12.1,3.0,30.0,33.0,18.0,16.0,20.7,5.9,38,38,46,29,45,55,43,54,33,44,0,0,0,0,425
NJ-410070,2021-2022,46.6,11.1,55.8,Alpha Borough School District,38.1,40.0,35.5,50.0,60.0,62.5,NA,0.1013953488372093,31.3,14.8,35.6,*,NA,61.9,20.0,19.4,31.3,20.0,18.2,NA,0.04137096774193548,0.04539823008849558,8:1,98:1,26,16.0,11.7,65.4,65,32.5,6.0,13.0,18.0,22.0,43.0,13.8,27.2,0,25,24,16,22,20,31,16,25,16,0,0,0,0,195
NJ-410280,2021-2022,31.1,15.9,34.8,Belvidere School District,31.8,27.3,20.5,24.0,34.8,29.6,35.1,0.020297872340425533,20.0,16.2,20.8,*,40.6,36.4,27.3,*,12.0,39.1,*,N,0.008956521739130434,0.008396946564885497,10:1,103:1,64,15.2,13.3,79.7,182,31.1,2.0,15.0,20.0,23.0,40.0,17.0,4.2,26,20,21,18,22,23,40,28,23,29,80,90,97,100,617
NJ-410400,2021-2022,45.2,<10%,58.7,Blairstown Elementary Township School District,25.5,48.9,43.1,57.8,NA,NA,NA,0.03345291479820627,32.4,<10%,41.2,NA,NA,37.0,25.5,29.2,36.5,NA,NA,NA,0.014570135746606335,0.014570135746606335,10:1,111:1,43,15.1,13.8,90.7,51,12.7,1.0,25.0,35.0,19.0,20.0,26.2,12.7,36,60,51,69,48,47,67,64,0,0,0,0,0,0,442
NJ-411620,2021-2022,47.6,*,49.0,Franklin Township School District,36.4,45.0,51.5,53.6,NA,NA,NA,0.039514563106796116,41.7,*,43.9,NA,NA,45.5,55.0,36.4,35.7,NA,NA,NA,0.0766990291262136,0.0766990291262136,8:1,66:1,26,13.8,12.8,84.6,11,6.3,1.0,37.0,37.0,16.0,8.0,7.1,13.1,24,21,26,23,22,20,33,29,0,0,0,0,0,0,198
NJ-411670,2021-2022,59.7,<10%,69.4,Frelinghuysen Township School District,53.3,50.0,61.9,72.2,NA,NA,NA,0.09743243243243244,47.2,10.0,53.2,NA,NA,73.3,45.0,33.3,44.4,NA,NA,NA,0.1233783783783784,0.1233783783783784,10:1,68:1,13,10.7,9.6,76.9,7,6.0,8.0,38.0,30.0,16.0,9.0,14.1,5.9,16,10,19,12,16,21,21,18,0,0,0,0,0,0,133
NJ-411785,2021-2022,53.0,19.8,62.3,Great Meadows Regional School District,49.3,49.3,48.5,63.6,51.6,61.2,NA,0.10895939086294416,44.3,17.4,51.8,90.9,N,60.9,27.8,35.3,41.1,48.4,35.6,NA,0.07012626262626263,0.05945288753799393,11:1,159:1,60,14.9,12.1,81.7,75,12.4,1.0,28.0,34.0,21.0,16.0,21.9,6.3,29,72,63,64,70,72,69,57,67,71,0,0,0,0,634
NJ-411840,2021-2022,58.7,28.7,66.5,Greenwich Township School District,32.4,57.7,53.2,70.6,70.7,63.4,NA,0.1649056603773585,47.0,17.2,54.8,*,NA,42.6,44.2,36.7,41.2,52.0,56.2,N,0.09096385542168675,0.0783625730994152,11:1,166:1,63,14.6,13.3,96.5,47,7.7,5.0,39.0,32.0,14.0,10.0,20.5,6.8,57,56,54,66,69,52,80,68,75,88,0,0,0,0,665
NJ-411870,2021-2022,52.5,18.7,61.5,Hackettstown Public School District,45.5,72.4,56.4,43.2,72.7,53.8,37.1,0.1331422018348624,41.9,14.8,49.1,36.7,96.4,50.4,54.3,29.4,24.8,54.5,27.3,N,0.040317100792751984,0.04536458333333333,12:1,143:1,173,13.3,12.1,78.6,248,12.7,3.0,27.0,32.0,21.0,18.0,19.2,19.3,55,103,117,131,129,110,121,121,111,121,223,229,225,193,1989
NJ-412040,2021-2022,40.1,14.8,46.4,Harmony Township School District,19.0,60.0,25.0,47.8,45.0,35.7,NA,0.05051094890510949,36.5,<10%,43.6,75.0,NA,47.6,48.0,30.0,21.7,45.0,*,NA,0.014705882352941176,0.01834862385321101,7:1,50:1,30,13.6,10.5,86.7,75,40.3,1.0,6.0,15.0,27.0,51.0,18.6,8.0,13,14,12,20,22,26,20,22,20,30,0,0,0,0,199
NJ-412250,2021-2022,40.5,20.8,50.0,Hope Township School District,16.7,43.8,*,*,46.2,57.1,NA,NA,32.4,20.8,38.0,*,NA,16.7,18.8,*,*,46.2,*,NA,0.025365853658536587,0.025365853658536587,7:1,43:1,20,14.6,11.6,77.8,9,7.8,5.0,31.0,39.0,12.0,13.0,25.4,7.7,13,11,10,16,13,19,10,9,14,14,0,0,0,0,129
NJ-412470,2021-2022,41.4,<10%,48.6,Knowlton Township School District,31.8,44.8,38.9,50.0,NA,NA,NA,0.04574712643678162,29.1,<10%,33.8,NA,NA,36.4,27.6,23.5,27.8,NA,NA,NA,0.023604651162790702,0.023604651162790702,8:1,55:1,21,16.1,14.7,95.2,20,13.5,1.0,39.0,25.0,18.0,17.0,21.7,21.1,17,24,15,23,22,29,18,18,0,0,0,0,0,0,166
NJ-412790,2021-2022,52.0,23.2,57.8,Lopatcong Township School District,19.7,57.7,45.8,44.4,65.6,68.9,NA,0.1271900826446281,45.2,26.8,48.9,91.7,NA,42.4,48.7,47.6,35.6,41.9,35.3,NA,0.04771604938271605,0.0516058394160584,12:1,237:1,58,14.4,12.2,74.1,108,15.8,2.0,27.0,31.0,20.0,21.0,19.2,8.8,26,50,61,70,72,77,88,93,97,78,0,0,0,0,712
NJ-412970,2021-2022,40.8,14.5,46.8,Mansfield Township Elementary School District,22.0,40.0,62.5,43.8,NA,NA,NA,0.060136054421768705,30.5,12.7,34.6,NA,NA,25.0,34.2,32.8,28.4,NA,NA,NA,0.028523489932885907,0.028523489932885907,9:1,111:1,63,14.0,12.0,76.2,114,21.7,2.0,17.0,31.0,22.0,28.0,17.6,27.6,30,82,56,88,85,77,66,73,0,0,0,0,0,0,557
NJ-413675,2021-2022,35.6,11.6,42.3,North Warren Regional School District,NA,NA,NA,NA,41.2,31.8,35.5,0.04313479623824451,24.0,<10%,28.9,25.5,*,NA,NA,NA,NA,36.3,*,45.5,0.006517571884984026,0.02,11:1,130:1,59,15.1,13.5,89.8,124,18.9,3.0,26.0,28.0,20.0,23.0,16.1,6.0,0,0,0,0,0,0,0,0,105,106,108,114,100,118,651
NJ-413890,2021-2022,37.7,<10%,45.7,Oxford Township School District,62.5,43.3,38.5,37.5,30.0,25.0,NA,0.043132530120481925,33.1,<10%,40.0,14.3,NA,75.0,40.6,50.0,21.9,20.7,*,*,0.03608433734939759,0.04437037037037037,9:1,67:1,30,17.6,14.4,90.0,65,25.9,0.0,19.0,22.0,20.0,39.0,18.7,12.7,16,26,20,32,16,32,26,33,31,34,0,0,0,0,267
NJ-414100,2021-2022,31.4,11.5,37.9,Phillipsburg School District,21.9,21.5,27.0,26.0,41.4,25.7,36.8,0.04981807155852032,20.6,10.1,24.3,24.0,*,23.1,16.0,17.8,15.5,18.3,*,86.4,0.016626794258373205,0.026227897838899804,12:1,188:1,342,14.7,12.8,80.1,872,24.1,3.0,23.0,27.0,20.0,28.0,20.6,43.5,302,199,184,184,195,190,207,223,244,228,447,480,425,418,3926
NJ-414200,2021-2022,36.7,14.7,41.8,Pohatcong Township School District,26.7,44.1,15.2,50.0,43.8,30.6,NA,0.03689119170984456,37.2,11.8,43.2,64.7,NA,66.7,38.2,15.2,21.4,40.6,*,N,0.036424870466321244,0.03828025477707007,10:1,76:1,30,15.6,12.7,75.9,39,13.5,2.0,28.0,28.0,20.0,21.0,23.8,16.6,10,38,22,39,30,34,33,28,32,36,0,0,0,0,302
NJ-415460,2021-2022,21.2,<10%,25.6,Warren County Vocational Technical School,NA,NA,NA,NA,NA,NA,21.2,0,17.0,<10%,21.3,14.7,29.4,NA,NA,NA,NA,NA,NA,N,0.009107142857142857,NA,10:1,84:1,40,7.7,6.9,52.5,74,18.0,4.0,27.0,29.0,19.0,22.0,13.4,8.4,0,0,0,0,0,0,0,0,0,0,113,102,101,103,419
NJ-415465,2021-2022,39.7,<10%,45.8,Warren Hills Regional School District,NA,NA,NA,NA,36.0,41.9,40.6,0.08336696090794452,29.8,<10%,33.6,35.2,64.4,NA,NA,NA,NA,27.6,14.1,N,0.028460575719649564,0.06,11:1,135:1,150,14.6,12.5,85.3,198,12.1,4.0,33.0,31.0,15.0,17.0,15.9,10.8,0,0,0,0,0,0,0,0,233,277,307,259,243,296,1615
NJ-415480,2021-2022,32.2,17.6,36.2,Washington Borough School District,31.7,31.1,28.8,37.7,NA,NA,NA,0.01309322033898305,24.3,13.7,27.1,NA,NA,15.9,29.5,28.8,22.6,NA,NA,NA,0,0,10:1,127:1,50,10.4,8.5,58.0,87,20.0,3.0,26.0,27.0,20.0,25.0,15.4,28.0,74,60,69,63,64,61,61,56,0,0,0,0,0,0,508
NJ-415530,2021-2022,50.9,26.1,57.6,Washington Township School District,44.9,54.0,61.2,46.5,NA,NA,NA,0.07273972602739726,45.6,26.1,50.9,NA,NA,55.1,45.1,49.0,35.2,NA,NA,NA,0.07277272727272727,0.07277272727272727,9:1,100:1,44,10.8,10.5,75.0,39,10.0,3.0,39.0,32.0,14.0,12.0,23.4,20.9,10,47,56,60,52,52,53,71,0,0,0,0,0,0,401
NJ-415780,2021-2022,53.0,17.4,59.5,White Township Consolidated School District,41.7,45.0,78.3,54.8,46.4,63.0,NA,0.07803921568627452,41.6,17.4,46.0,66.7,NA,45.8,45.0,40.9,51.6,35.7,*,NA,0.04662251655629139,0.05632,8:1,85:1,32,16.1,13.7,87.5,33,14.1,2.0,31.0,30.0,13.0,24.0,15.3,9.4,25,30,22,24,24,20,23,30,29,28,0,0,0,0,255
NJ-806010,2021-2022,36.4,27.3,39.4,Academy Charter High School,NA,NA,NA,NA,NA,NA,38.8,0,16.3,<10%,21.6,17.3,*,NA,NA,NA,NA,NA,NA,N,0,NA,10:1,55:1,17,10.4,7.2,58.8,48,28.1,1.0,15.0,26.0,20.0,37.0,17.5,59.5,0,0,0,0,0,0,0,0,0,0,49,36,42,39,166
NJ-806013,2021-2022,56.7,11.9,59.9,Bergen Arts and Science Charter School,59.6,40.4,50.0,58.9,63.8,59.3,65.6,0.1535703001579779,35.9,<10%,38.4,43.7,45.5,49.5,30.9,36.5,26.7,33.8,21.3,N,0.03695583596214511,0.04664488017429194,16:1,170:1,74,6.7,4.8,63.5,99,8.3,6.0,34.0,33.0,16.0,12.0,8.5,48.8,0,96,97,100,99,95,96,91,80,83,93,93,84,83,1190
NJ-806017,2021-2022,26.5,<10%,29.7,Foundation Academy Charter School,15.0,17.5,16.3,19.3,40.5,34.1,41.3,0.034822695035460996,<10%,<10%,<10%,*,*,*,*,*,*,11.9,*,N,0,0,16:1,115:1,65,5.7,3.9,43.1,335,32.6,1.0,15.0,22.0,20.0,42.0,10.8,79.3,0,83,83,82,83,82,80,83,84,84,75,67,79,71,1036
NJ-806018,2021-2022,66.6,17.5,71.9,Central Jersey College Prep Charter School,49.5,59.1,79.5,70.5,70.1,65.8,68.9,0.25238153098420413,61.3,19.4,65.1,82.2,53.1,63.6,61.4,72.7,67.4,42.6,36.0,89.5,0.1519874213836478,0.17321772639691715,12:1,250:1,108,7.0,1.9,15.0,77,6.2,6.0,45.0,28.0,12.0,9.0,8.5,24.6,0,74,100,95,99,88,88,129,167,146,106,74,41,42,1249
NJ-806020,2021-2022,46.3,11.1,52.6,Pride Academy Charter School District,NA,NA,26.7,38.7,62.7,56.0,NA,0.1,22.8,<10%,26.5,44.4,NA,NA,NA,10.7,22.7,45.3,*,NA,0.0225,0.03,11:1,43:1,27,7.7,6.1,66.7,30,10.1,6.0,40.0,29.0,10.0,14.0,15.4,75.8,0,0,0,0,0,0,75,74,75,74,0,0,0,0,298
NJ-806021,2021-2022,21.9,<10%,24.3,Community Charter School of Paterson,20.0,16.5,23.5,*,26.0,35.3,NA,NA,<10%,<10%,<10%,N,NA,12.6,10.4,*,*,*,*,NA,0.0032478632478632483,0.003917525773195877,10:1,151:1,92,4.8,4.6,60.0,191,23.7,37.0,15.0,17.0,11.0,21.0,10.4,28.7,0,102,103,99,98,99,103,99,97,103,0,0,0,0,903
NJ-806022,2021-2022,35.0,*,35.4,Burch Charter School of Excellence,28.3,38.6,37.5,NA,NA,NA,NA,0.05690909090909091,21.5,*,22.2,NA,NA,25.0,24.6,12.5,NA,NA,NA,NA,0.007272727272727273,0.007272727272727273,16:1,84:1,21,8.9,8.1,90.5,48,14.2,6.0,39.0,23.0,15.0,17.0,2.1,76.0,0,54,62,57,60,56,48,0,0,0,0,0,0,0,337
NJ-806025,2021-2022,32.6,11.3,35.5,Paul Robeson Charter School for the Humanities,22.0,28.2,32.1,38.2,30.6,40.8,NA,0.054558139534883726,13.4,<10%,14.8,*,NA,23.1,11.5,15.4,*,12.5,*,NA,0.001843971631205674,0.0021910112359550564,12:1,219:1,37,7.4,3.8,37.8,49,11.3,16.0,34.0,24.0,12.0,13.0,10.8,97.7,0,0,0,0,52,79,78,76,74,78,0,0,0,0,437
NJ-806026,2021-2022,67.6,*,67.6,Riverbank Charter School of Excellence,67.6,NA,NA,NA,NA,NA,NA,0.06,76.5,*,76.5,NA,NA,76.5,NA,NA,NA,NA,NA,NA,0.18,0.18,13:1,77:1,12,6.8,6.8,66.7,4,2.6,5.0,65.0,28.0,0,3.0,3.2,14.3,0,40,40,40,34,0,0,0,0,0,0,0,0,0,154
NJ-806028,2021-2022,55.6,23.8,58.4,Vineland Public Charter School,47.2,62.5,41.3,30.0,75.6,76.5,NA,0.10683794466403163,16.6,<10%,18.1,N,NA,22.2,12.5,19.6,*,29.3,17.1,N,0.01110236220472441,0.012876712328767125,12:1,137:1,33,4.0,3.0,34.8,86,22.5,2.0,19.0,27.0,23.0,29.0,7.3,37.0,29,40,53,35,36,56,46,40,41,35,0,0,0,0,411
NJ-806029,2021-2022,25.0,<10%,29.7,Newark Educators Community Charter School,23.3,26.5,NA,NA,NA,NA,NA,0,<10%,<10%,10.9,NA,NA,16.3,*,NA,NA,NA,NA,NA,0.011168831168831168,0.011168831168831168,25:1,112:1,9,10.9,2.3,12.5,122,68.2,0,4.0,10.0,13.0,72.0,12.6,76.7,42,30,36,37,43,35,0,0,0,0,0,0,0,0,223
NJ-806030,2021-2022,50.0,10.0,56.1,The Ethical Community Charter School School District,40.0,50.0,51.2,50.0,65.6,44.2,NA,0.09571428571428571,32.3,<10%,36.2,66.7,NA,51.4,25.0,26.8,30.6,43.8,*,NA,0.03974025974025974,0.04882978723404255,12:1,91:1,30,9.5,5.6,70.0,64,17.6,3.0,27.0,27.0,21.0,22.0,8.2,48.1,0,43,43,44,35,43,41,38,33,44,0,0,0,0,364
NJ-806032,2021-2022,29.2,*,29.2,Academy for Urban Leadership Charter School,NA,NA,NA,NA,14.3,43.6,20.0,0.02377622377622378,<10%,<10%,<10%,*,*,NA,NA,NA,NA,*,*,N,0,0,10:1,102:1,39,9.6,4.2,38.5,61,15.1,1.0,25.0,31.0,21.0,21.0,5.7,83.5,0,0,0,0,0,0,0,0,31,57,67,74,108,69,406
NJ-806033,2021-2022,42.1,*,45.3,The Barack Obama Green Charter High School District,NA,NA,NA,NA,NA,NA,41.4,0,26.1,*,30.0,25.5,N,NA,NA,NA,NA,NA,NA,N,0,NA,10:1,59:1,24,6.2,2.4,25.0,44,18.7,4.0,25.0,25.0,21.0,25.0,10.6,63.0,0,0,0,0,0,0,0,0,0,0,58,66,64,47,235
NJ-806036,2021-2022,82.8,57.6,86.4,Hoboken Dual Language Charter School,76.1,90.7,83.0,89.1,82.1,75.6,NA,0.3558396946564885,70.9,48.5,74.1,70.7,NA,78.3,81.4,66.0,63.0,66.7,N,NA,0.16870229007633586,0.19999999999999998,26:1,409:1,16,7.1,4.8,50.0,28,6.9,3.0,32.0,37.0,18.0,11.0,8.1,9.8,0,49,50,48,46,43,47,46,39,41,0,0,0,0,409
NJ-806041,2021-2022,91.2,85.0,91.6,Hatikvah International Academy Charter School,86.3,86.5,90.0,90.6,92.2,97.4,NA,0.44114705882352945,79.6,52.4,81.5,100.0,*,83.8,78.4,82.0,67.9,81.3,64.3,NA,0.2546449704142012,0.2647491638795986,12:1,189:1,46,7.2,4.5,63.0,50,8.9,4.0,36.0,31.0,16.0,14.0,10.4,6.4,0,73,75,75,74,74,50,54,51,40,0,0,0,0,566
NJ-806053,2021-2022,39.5,<10%,44.8,Great Oaks Legacy Charter School,30.9,31.7,36.2,43.5,56.7,37.0,30.6,0.08124531835205993,22.1,<10%,25.7,21.7,15.4,29.3,24.2,22.8,16.5,30.8,*,N,0.014525345622119816,0.01552346570397112,12:1,81:1,131,3.0,2.2,22.9,597,36.7,8.0,20.0,18.0,13.0,42.0,13.1,89.3,25,91,132,135,135,143,93,175,190,136,92,95,90,87,1619
NJ-806057,2021-2022,39.8,11.8,47.0,Peoples Preparatory Charter School,NA,NA,NA,NA,NA,NA,40.0,0.06,<10%,<10%,<10%,*,N,NA,NA,NA,NA,NA,NA,N,0,NA,18:1,N,19,7.3,5.4,57.9,115,33.0,3.0,20.0,28.0,14.0,35.0,17.2,58.6,0,0,0,0,0,0,0,0,0,0,90,95,93,70,348
NJ-806058,2021-2022,31.9,<10%,37.5,Roseville Community Charter School,22.0,41.7,NA,NA,NA,NA,NA,0.039591836734693873,23.4,<10%,27.5,NA,NA,14.0,33.3,NA,NA,NA,NA,NA,0.02,0.02,10:1,88:1,27,10.0,3.3,44.4,139,53.3,2.0,13.0,13.0,12.0,60.0,8.7,96.6,0,61,61,44,50,47,0,0,0,0,0,0,0,0,263
NJ-806060,2021-2022,18.9,<10%,24.7,Atlantic Community Charter School,*,*,10.5,37.0,46.4,23.8,NA,NA,<10%,<10%,<10%,N,NA,10.8,*,*,*,14.3,*,NA,0,0,9:1,62:1,33,6.0,2.2,12.1,142,46.0,1.0,15.0,17.0,18.0,49.0,17.8,96.1,0,37,29,38,37,54,37,27,28,22,0,0,0,0,309
NJ-806064,2021-2022,24.1,<10%,28.3,Dr Lena Edwards Academic Charter School,21.1,26.2,*,23.3,43.2,25.6,NA,NA,10.4,<10%,12.6,N,NA,21.1,14.3,*,*,*,*,NA,0.00340080971659919,0.004117647058823529,15:1,126:1,26,9.0,7.2,80.0,140,37.1,1.0,10.0,23.0,19.0,47.0,19.1,95.2,0,44,44,44,37,43,42,43,37,43,0,0,0,0,377
NJ-806069,2021-2022,23.8,<10%,26.6,Millville Public Charter School,37.9,12.5,10.0,13.3,48.1,40.0,NA,0.04093264248704664,<10%,<10%,<10%,N,NA,31.0,*,*,*,*,*,NA,0.010463917525773197,0.012011834319526628,12:1,143:1,23,5.2,2.6,27.8,113,39.8,1.0,15.0,19.0,14.0,51.0,10.5,38.2,0,21,31,37,29,32,51,30,29,25,0,0,0,0,285
NJ-806076,2021-2022,29.4,<10%,33.2,Benjamin Banneker Preparatory Charter School,15.0,12.5,30.0,27.5,40.5,50.0,NA,0.04156118143459916,13.8,<10%,15.0,90.0,NA,12.5,*,15.0,*,18.9,*,NA,0.009243697478991597,0.006091370558375634,N,N,N,N,N,N,59,17.1,3.0,25.0,32.0,18.0,21.0,10.3,29.1,0,40,40,39,40,40,40,40,38,41,0,0,0,0,358
NJ-806079,2021-2022,38.6,<10%,42.8,John P Holland Charter School School District,31.8,29.7,28.0,61.9,68.2,54.5,NA,0.054939759036144585,20.8,<10%,22.9,*,NA,21.2,17.3,12.0,23.8,36.4,11.1,NA,0.011788617886178862,0.012719298245614036,17:1,121:1,35,4.7,2.6,22.9,92,17.8,1.0,19.0,27.0,27.0,26.0,11.1,84.6,89,97,93,76,85,75,25,21,22,22,0,0,0,0,605
NJ-806080,2021-2022,33.4,<10%,35.7,Passaic Arts and Science Charter School,22.9,36.3,35.1,36.2,31.5,35.2,41.0,0.05244023904382471,20.8,<10%,22.2,28.3,N,36.5,18.4,16.8,16.1,16.9,*,N,0.024596211365902294,0.029722891566265064,15:1,894:1,121,7.8,3.6,55.4,203,11.4,4.0,31.0,30.0,20.0,15.0,8.9,72.3,0,187,193,192,191,190,185,174,90,91,83,74,72,65,1787
NJ-806081,2021-2022,87.8,62.5,89.1,Thomas Edison EnergySmart Charter School,75.5,84.0,76.0,92.0,94.1,95.9,100.0,0.48470414201183426,78.9,43.8,80.7,87.0,66.7,85.7,88.0,72.0,84.0,55.2,N,82.4,0.278698224852071,0.31605263157894736,15:1,86:1,41,5.3,2.6,31.7,23,3.9,7.0,44.0,32.0,11.0,5.0,4.2,10.4,0,50,50,51,49,50,50,50,51,49,39,38,41,31,599
NJ-806082,2021-2022,58.8,16.2,62.6,BelovED Community Charter,45.8,60.2,62.7,53.8,59.3,60.3,66.7,0.12995192307692308,39.9,17.6,41.9,49.7,20.0,43.2,42.4,39.0,37.0,38.0,22.3,N,0.058977135980746095,0.08033158813263526,15:1,158:1,96,6.8,2.9,35.4,281,19.9,2.0,25.0,28.0,21.0,25.0,7.0,74.8,0,119,116,120,116,118,118,119,119,122,119,116,117,0,1419
NJ-806086,2021-2022,16.4,<10%,22.6,Hope Community Charter School,27.8,*,15.0,*,14.3,NA,NA,NA,12.2,10.0,13.0,NA,NA,31.6,*,*,*,14.3,NA,NA,0,0,9:1,49:1,17,3.3,2.1,23.5,62,42.5,2.0,12.0,24.0,21.0,41.0,23.3,97.9,0,21,23,19,19,17,20,9,18,0,0,0,0,0,146
NJ-806089,2021-2022,19.5,*,21.9,Compass Academy Charter School,28.6,22.2,10.0,NA,NA,NA,NA,0,13.4,*,15.1,NA,NA,35.7,*,*,NA,NA,NA,NA,0.03623529411764706,0.03623529411764706,10:1,63:1,19,9.1,2.5,31.6,55,31.1,2.0,15.0,27.0,20.0,36.0,0.0,58.7,12,30,37,25,28,27,30,0,0,0,0,0,0,0,189
NJ-806093,2021-2022,82.4,31.6,86.9,Jersey City Global Charter School,82.3,85.4,86.4,72.4,85.7,77.4,NA,0.32348936170212766,55.8,10.5,59.8,N,NA,75.8,66.7,45.5,51.7,38.1,25.8,NA,0.17008510638297875,0.18681372549019612,13:1,141:1,33,6.1,2.6,26.9,42,10.0,4.0,30.0,32.0,19.0,15.0,5.0,32.9,0,63,73,54,61,47,43,29,21,31,0,0,0,0,422
NJ-806094,2021-2022,41.9,<10%,47.3,Phillip's Academy Charter School,26.0,25.6,55.8,47.6,61.8,50.0,NA,0.07265454545454546,33.3,<10%,37.1,80.0,NA,40.3,25.6,30.2,28.6,35.3,11.5,NA,0.02530909090909091,0.02493723849372385,15:1,145:1,39,6.9,3.6,41.0,79,15.2,4.0,33.0,25.0,16.0,21.0,7.8,58.9,59,82,77,84,78,43,43,42,34,37,0,0,0,0,579
NJ-806096,2021-2022,29.7,<10%,33.3,Paterson Arts and Science Charter School,24.4,21.3,21.1,24.3,45.8,46.6,28.0,0.07752895752895754,11.8,<10%,13.2,12.2,*,26.9,*,*,*,20.8,15.1,N,0.008704061895551257,0.012162162162162163,14:1,961:1,69,5.9,2.6,34.8,193,20.1,2.0,24.0,27.0,21.0,26.0,14.0,77.0,0,91,92,71,78,75,71,74,72,74,75,70,62,56,961
NJ-806099,2021-2022,45.5,<10%,50.8,Link Community Charter School,NA,NA,39.2,38.0,57.3,44.3,NA,0.09707903780068729,<10%,<10%,10.5,N,NA,NA,NA,*,*,15.9,*,NA,0.0028178694158075604,0.003867924528301887,10:1,53:1,32,5.6,3.5,50.0,50,15.7,4.0,31.0,28.0,15.0,22.0,11.0,76.7,0,27,0,0,0,0,51,78,83,79,0,0,0,0,318
NJ-806100,2021-2022,43.5,*,47.6,Bridgeton Public Charter School,48.4,33.3,NA,NA,NA,NA,NA,0.04043478260869565,23.4,*,25.6,NA,NA,28.1,13.3,NA,NA,NA,NA,NA,0,0,11:1,117:1,11,7.2,3.5,25.0,36,31.0,2.0,18.0,15.0,28.0,38.0,4.3,36.8,0,30,20,20,32,15,0,0,0,0,0,0,0,0,117
NJ-806101,2021-2022,41.4,10.8,44.3,College Achieve Central Charter School,34.3,34.0,31.8,35.2,50.0,55.0,48.8,0.07569190600522194,13.7,<10%,14.4,18.5,N,21.1,*,*,12.1,*,19.8,N,0.0029882044560943645,0.0020450281425891184,20:1,139:1,69,5.7,2.7,29.9,302,21.8,2.0,23.0,28.0,19.0,29.0,9.5,63.5,0,113,107,107,109,104,107,108,108,111,126,119,84,87,1390
NJ-806102,2021-2022,32.4,12.1,36.0,Cresthaven Academy Charter School,27.0,27.0,43.2,NA,NA,NA,NA,0.03333333333333333,16.0,<10%,17.7,NA,NA,27.0,*,16.2,NA,NA,NA,NA,0.006666666666666666,0.006666666666666666,12:1,114:1,37,3.7,1.8,18.9,90,19.8,2.0,22.0,26.0,22.0,28.0,0.0,64.8,0,76,76,77,75,76,75,0,0,0,0,0,0,0,455
NJ-806103,2021-2022,45.4,<10%,50.8,Empowerment Academy Charter School,39.8,47.6,38.0,48.4,50.6,NA,NA,0.09918918918918919,25.8,<10%,28.1,NA,NA,37.4,28.2,21.3,10.5,23.6,NA,NA,0.03808880308880309,0.03808880308880309,12:1,110:1,74,3.4,2.1,15.5,184,21.0,1.0,25.0,29.0,20.0,24.0,8.7,68.6,0,114,121,121,124,103,109,95,91,0,0,0,0,0,878
NJ-806104,2021-2022,16.2,<10%,18.9,Principle Academy Charter School,*,10.7,22.5,24.3,NA,NA,NA,NA,<10%,<10%,<10%,NA,NA,13.9,*,*,*,NA,NA,NA,0.002482758620689655,0.002482758620689655,13:1,232:1,37,5.8,2.0,16.2,158,34.2,1.0,18.0,24.0,19.0,37.0,11.4,76.9,0,27,72,75,72,76,70,71,0,0,0,0,0,0,463
NJ-806105,2021-2022,43.5,<10%,47.7,Hudson Arts and Science Charter School,29.1,38.6,45.2,48.8,61.7,48.4,NA,0.10243512974051897,25.4,<10%,27.7,42.9,NA,37.5,11.4,32.3,19.8,31.7,*,NA,0.022485089463220677,0.023530751708428246,14:1,780:1,54,6.2,3.2,53.7,123,15.8,4.0,31.0,28.0,17.0,20.0,10.1,57.7,0,83,87,106,114,88,93,85,60,64,0,0,0,0,780
NJ-806106,2021-2022,22.4,<10%,26.0,Philip's Academy Charter School of Paterson,17.3,24.7,25.9,NA,NA,NA,NA,0.012815533980582522,17.1,<10%,19.1,NA,NA,21.3,13.7,15.5,NA,NA,NA,NA,0.010922330097087379,0.010922330097087379,14:1,73:1,31,6.0,1.7,13.3,91,21.0,3.0,23.0,28.0,15.0,31.0,13.3,88.3,0,78,77,75,75,73,58,0,0,0,0,0,0,0,436
